tournament_id	capture_key	name	class	queue_priority	basis
16797	SS-16797	Superscore Liga 3 Seria 1	core	1	G1:CORE взрослые мужские
16804	SS-16804	Superscore Liga 3 Seria 2	core	1	G1:CORE взрослые мужские
16809	SS-16809	Superscore Liga 3 Seria 6	core	1	G1:CORE взрослые мужские
16810	SS-16810	LFA First Division	core	1	G1:CORE взрослые мужские
16813	SS-16813	Lao League	core	1	G1:CORE взрослые мужские
16816	SS-16816	Superscore Liga 3 Seria 9	core	1	G1:CORE взрослые мужские
16817	SS-16817	Tajikistan Higher League	core	1	G1:CORE взрослые мужские
16822	SS-16822	Superscore Liga 3 Seria 10	core	1	G1:CORE взрослые мужские
16826	SS-16826	Superscore Liga 3 Seria 3	core	1	G1:CORE взрослые мужские
16892	SS-16892	Superscore Liga 3 Seria 7	core	1	G1:CORE взрослые мужские
16896	SS-16896	QFA Cup	core	1	G1:CORE взрослые мужские
16911	SS-16911	Illicocash Ligue 1	core	1	G1:CORE взрослые мужские
16914	SS-16914	NCAA Division I National Championship	student	0	G1:1 студенческие
16948	SS-16948	Premier League	core	1	G1:CORE взрослые мужские
16950	SS-16950	Sierra Leone National Premier League	core	1	G1:CORE взрослые мужские
17015	SS-17015	UEFA Conference League	core	1	G1:CORE взрослые мужские
17017	SS-17017	Super League	core	1	G1:CORE взрослые мужские
17027	SS-17027	Liga 4	core	1	G1:CORE взрослые мужские
17034	SS-17034	Arab Cup	core	1	G1:CORE взрослые мужские
17072	SS-17072	CampoBet 3 Division	core	1	G1:CORE взрослые мужские
17073	SS-17073	Primera Federación	core	1	G1:CORE взрослые мужские
17101	SS-17101	Liga 3	core	1	G1:CORE взрослые мужские
17123	SS-17123	Memorijalni turnir Mladen Ramljak	core	1	G1:CORE взрослые мужские
17212	SS-17212	1. HNLŽ	women	9	G1:W женские/смешанные
17243	SS-17243	Syrian Premier League	core	1	G1:CORE взрослые мужские
17351	SS-17351	National Division Two	core	1	C6:gender-unknown/no-marker
18213	SS-18213	LFA Segunda Divisão	core	1	G1:CORE взрослые мужские
18229	SS-18229	Ýokary Liga	core	1	G1:CORE взрослые мужские
18235	SS-18235	LFA Primeira Divisão	core	1	G1:CORE взрослые мужские
18272	SS-18272	Campeonato Nacional	core	1	G1:CORE взрослые мужские
18415	SS-18415	Supercopa Paraguay	core	1	G1:CORE взрослые мужские
18429	SS-18429	First Division	core	1	G1:CORE взрослые мужские
18436	SS-18436	Trofeo de Campeones de la Liga Profesional	core	1	G1:CORE взрослые мужские
18452	SS-18452	MTN Premier League	core	1	G1:CORE взрослые мужские
18477	SS-18477	Ligue 1	core	1	G1:CORE взрослые мужские
18491	SS-18491	Egyptian League Cup	core	1	G1:CORE взрослые мужские
18526	SS-18526	Iranian Super Cup	core	1	G1:CORE взрослые мужские
18531	SS-18531	Singapore Community Shield	core	1	G1:2 → core (суперкубок, не любители)
18537	SS-18537	Libyan Cup	core	1	G1:CORE взрослые мужские
18539	SS-18539	Hun Sen Cup	core	1	G1:CORE взрослые мужские
18559	SS-18559	Uzbekistan Pro League	core	1	G1:CORE взрослые мужские
18576	SS-18576	SVB Eerste Divisie	core	1	G1:CORE взрослые мужские
18593	SS-18593	Torneo Amistoso De Verano	core	1	friendly→core (карта)
18641	SS-18641	MLS Next Pro	core	1	G1:CORE взрослые мужские
18642	SS-18642	NISA	core	1	G1:CORE взрослые мужские
18643	SS-18643	Gaúcho, Série A2	core	1	G1:CORE взрослые мужские
18644	SS-18644	Carioca, Série A2	core	1	G1:CORE взрослые мужские
18653	SS-18653	WE-League	women	9	G1:W женские/смешанные
18654	SS-18654	Finalissima	core	1	G1:CORE взрослые мужские
18668	SS-18668	Jordan Super Cup	core	1	G1:CORE взрослые мужские
18725	SS-18725	Mongolian Premier League	core	1	G1:CORE взрослые мужские
18728	SS-18728	Campeonato Nacional	core	1	G1:CORE взрослые мужские
18834	SS-18834	Segunda División	core	1	G1:CORE взрослые мужские
18846	SS-18846	Superscore Liga 3 Baraj Promovare	core	1	G1:CORE взрослые мужские
18874	SS-18874	Championship	core	1	G1:CORE взрослые мужские
18877	SS-18877	Copa Uruguay	core	1	G1:CORE взрослые мужские
18878	SS-18878	National Foot 1	core	1	G1:CORE взрослые мужские
18890	SS-18890	USL W League	women	9	G1:W женские/смешанные
18894	SS-18894	First Division	core	1	G1:CORE взрослые мужские
18940	SS-18940	Bahraini Super Cup	core	1	G1:CORE взрослые мужские
19011	SS-19011	Copa Simón Bolívar	core	1	G1:CORE взрослые мужские
19034	SS-19034	Upolu National League	core	1	G1:CORE взрослые мужские
19051	SS-19051	3. NL - Sjever	core	1	G1:CORE взрослые мужские
19114	SS-19114	3. NL - Istok	core	1	G1:CORE взрослые мужские
19115	SS-19115	3. NL - Zapad	core	1	G1:CORE взрослые мужские
19122	SS-19122	2. NL	core	1	G1:CORE взрослые мужские
19124	SS-19124	3. NL - Jug	core	1	G1:CORE взрослые мужские
19132	SS-19132	3. NL - Centar	core	1	G1:CORE взрослые мужские
19141	SS-19141	ISA Malta	core	1	G1:CORE взрослые мужские
19220	SS-19220	Goiano, Divisão de Acesso	core	1	G1:CORE взрослые мужские
19345	SS-19345	Division di Honor	core	1	G1:CORE взрослые мужские
19377	SS-19377	Ligue B Nationale	core	1	G1:CORE взрослые мужские
19410	SS-19410	FUFA Big League	core	1	G1:CORE взрослые мужские
19415	SS-19415	PBZ Premier League	core	1	G1:CORE взрослые мужские
19511	SS-19511	BFA Senior League	core	1	C6:gender-unknown/no-marker
19535	SS-19535	Gaza Strip Division 1	core	1	G1:CORE взрослые мужские
19633	SS-19633	Tocantinense, 2ª Divisão	core	1	G1:CORE взрослые мужские
19752	SS-19752	Ghana Division One	core	1	G1:CORE взрослые мужские
19790	SS-19790	ABFA Premier League	core	1	C6:gender-unknown/no-marker
19812	SS-19812	Recopa Catarinense	core	1	G1:CORE взрослые мужские
19813	SS-19813	Copa Alagoas	core	1	G1:CORE взрослые мужские
19814	SS-19814	Recopa Gaúcha	core	1	G1:CORE взрослые мужские
19841	SS-19841	Supercopa Internacional	core	1	G1:CORE взрослые мужские
19850	SS-19850	Recopa Mineira	core	1	G1:CORE взрослые мужские
19855	SS-19855	Cearense, Série B	core	1	G1:CORE взрослые мужские
19886	SS-19886	Esiliiga B	core	1	G1:CORE взрослые мужские
19889	SS-19889	Vincy Premier League	core	1	G1:CORE взрослые мужские
19891	SS-19891	Copa Division Profesional	core	1	G1:CORE взрослые мужские
19931	SS-19931	Rock Cup	core	1	G1:CORE взрослые мужские
19945	SS-19945	Régionale 1	amateur	9	G1:2 региональные/любительские
19950	SS-19950	BVIFA National League	core	1	C6:gender-unknown/no-marker
19969	SS-19969	Segunda División	core	1	G1:CORE взрослые мужские
19980	SS-19980	Druha Liga	core	1	G1:CORE взрослые мужские
20001	SS-20001	Coppa Italia Serie D	core	1	G1:CORE взрослые мужские
20023	SS-20023	Primera Divisional C	amateur	9	C6:gender-unknown/amateur/regional/school
20044	SS-20044	Zain First Division	core	1	G1:CORE взрослые мужские
20047	SS-20047	Mozzart Bet Cup	core	1	G1:CORE взрослые мужские
20052	SS-20052	Qatar League 2	core	1	G1:CORE взрослые мужские
20058	SS-20058	Paulista, Série A4	core	1	G1:CORE взрослые мужские
20070	SS-20070	Catarinense, Série B	core	1	G1:CORE взрослые мужские
20077	SS-20077	Regional League	amateur	9	C6:gender-unknown/amateur/regional/school
20096	SS-20096	Paranaense, 2ª Divisão	core	1	G1:CORE взрослые мужские
20122	SS-20122	Pure Play Football League	core	1	G1:CORE взрослые мужские
20161	SS-20161	VPL 1	core	1	G1:CORE взрослые мужские
20208	SS-20208	BFA Premier League	core	1	G1:CORE взрослые мужские
20209	SS-20209	Liga Dominicana de Fútbol	core	1	G1:CORE взрослые мужские
20210	SS-20210	Budweiser G-League	core	1	G1:CORE взрослые мужские
20220	SS-20220	FKF Division Two League	core	1	G1:CORE взрослые мужские
20238	SS-20238	Elite League	core	1	G1:CORE взрослые мужские
20239	SS-20239	Carioca, Série C	core	1	G1:CORE взрослые мужские
20290	SS-20290	Inter Community Football League	amateur	9	C6:gender-unknown/amateur/regional/school
20311	SS-20311	British Columbia Premier League	core	1	G1:CORE взрослые мужские
20342	SS-20342	Ligue1 Québec	core	1	G1:CORE взрослые мужские
20348	SS-20348	Paraense, Série A3	core	1	G1:CORE взрослые мужские
20352	SS-20352	Baiano, Série B	core	1	G1:CORE взрослые мужские
20367	SS-20367	Blue Stars	core	1	G1:CORE взрослые мужские
20370	SS-20370	Ontario Premier League 1	core	1	G1:CORE взрослые мужские
20434	SS-20434	UAE 2nd Division	core	1	G1:CORE взрослые мужские
20439	SS-20439	UAE 3rd Division	core	1	G1:CORE взрослые мужские
20464	SS-20464	Second Division	core	1	C6:gender-unknown/no-marker
20472	SS-20472	Alagoano, Série B	core	1	G1:CORE взрослые мужские
20481	SS-20481	Third Division - Tripoli	core	1	C6:gender-unknown/no-marker
20482	SS-20482	Third Division - South	core	1	G1:CORE взрослые мужские
20485	SS-20485	PVFA Super League	core	1	G1:CORE взрослые мужские
20494	SS-20494	Third Division - West	core	1	C6:gender-unknown/no-marker
20495	SS-20495	Third Division - Al Jabal Alakhdar	core	1	C6:gender-unknown/no-marker
20513	SS-20513	Cearense, Série C	core	1	G1:CORE взрослые мужские
20546	SS-20546	Taça Fares Lopes	core	1	G1:CORE взрослые мужские
20547	SS-20547	Copa Rio	core	1	G1:CORE взрослые мужские
20584	SS-20584	Paraense, Série A2	core	1	G1:CORE взрослые мужские
20609	SS-20609	Third Division - Tobruk	core	1	C6:gender-unknown/no-marker
20620	SS-20620	Copa FGF	core	1	C6:gender-unknown/no-marker
20621	SS-20621	NIFL Charity Shield	show	9	G1:3 шоу/киберфутбол
20695	SS-20695	CONCACAF Central American Cup	core	1	G1:CORE взрослые мужские
20706	SS-20706	Second League, Division A	core	1	G1:CORE взрослые мужские
20708	SS-20708	UEFA-CONMEBOL Club Challenge	core	1	G1:CORE взрослые мужские
20718	SS-20718	National Soccer League	core	1	G1:CORE взрослые мужские
20748	SS-20748	Federation Cup	core	1	G1:CORE взрослые мужские
20750	SS-20750	Mineiro, Segunda Divisão	core	1	G1:CORE взрослые мужские
20757	SS-20757	Third Division	core	1	C6:gender-unknown/no-marker
20785	SS-20785	CFU Club Shield	core	1	G1:CORE взрослые мужские
20806	SS-20806	Capixaba, Série B	core	1	G1:CORE взрослые мужские
20809	SS-20809	Durand Cup	core	1	G1:CORE взрослые мужские
20825	SS-20825	Sergipano, Série A2	core	1	G1:CORE взрослые мужские
20827	SS-20827	Piala Malaysia	core	1	G1:CORE взрослые мужские
20862	SS-20862	Gamma Ethniki	core	1	G1:CORE взрослые мужские
20870	SS-20870	Liga Premier Serie A	core	1	G1:CORE взрослые мужские
20871	SS-20871	Liga Premier Serie B	core	1	G1:CORE взрослые мужские
20891	SS-20891	Maranhense, Série B	core	1	G1:CORE взрослые мужские
20893	SS-20893	Paraibano, 2ª Divisão	core	1	G1:CORE взрослые мужские
20898	SS-20898	Copa Santa Catarina	core	1	G1:CORE взрослые мужские
20902	SS-20902	Carioca,  Série B1	core	1	G1:CORE взрослые мужские
20931	SS-20931	CONCACAF Caribbean Cup	core	1	G1:CORE взрослые мужские
20938	SS-20938	Divisional D AUF	core	1	G1:CORE взрослые мужские
20945	SS-20945	Divize A	core	1	C6:gender-unknown/no-marker
20946	SS-20946	Divize B	core	1	G1:CORE взрослые мужские
20947	SS-20947	Divize C	core	1	G1:CORE взрослые мужские
20948	SS-20948	Divize D	core	1	G1:CORE взрослые мужские
20949	SS-20949	Divize F	core	1	G1:CORE взрослые мужские
20950	SS-20950	Divize E	core	1	G1:CORE взрослые мужские
21028	SS-21028	Copa FMF	core	1	G1:CORE взрослые мужские
21048	SS-21048	African Football League	core	1	G1:CORE взрослые мужские
21050	SS-21050	İkinci Liqa	core	1	G1:CORE взрослые мужские
21065	SS-21065	Catarinense, Série C	core	1	G1:CORE взрослые мужские
21093	SS-21093	Coupe de France - Martinique	core	1	G1:CORE взрослые мужские
21115	SS-21115	Premier League of Belize	core	1	G1:CORE взрослые мужские
21133	SS-21133	Gaúcho, Série B	core	1	G1:CORE взрослые мужские
21134	SS-21134	FFAS Senior League	core	1	C6:gender-unknown/no-marker
21150	SS-21150	Potiguar, 2ª Divisão	core	1	G1:CORE взрослые мужские
21151	SS-21151	Piauiense, Série B	core	1	G1:CORE взрослые мужские
21155	SS-21155	Paraibano, 3ª Divisão	core	1	G1:CORE взрослые мужские
21156	SS-21156	Rondoniense, Série B	core	1	G1:CORE взрослые мужские
21158	SS-21158	Sul-Mato-Grossense, Série B	core	1	G1:CORE взрослые мужские
21161	SS-21161	Pernambucano, Série A2	core	1	C6:gender-unknown/no-marker
21191	SS-21191	Copa Perú	core	1	G1:CORE взрослые мужские
21251	SS-21251	Pernambucano, Série A3	core	1	G1:CORE взрослые мужские
21261	SS-21261	III Liiga	core	1	G1:CORE взрослые мужские
21305	SS-21305	Copa Costa Rica	core	1	G1:CORE взрослые мужские
21358	SS-21358	Debmarine Namibia Premiership	core	1	G1:CORE взрослые мужские
21408	SS-21408	Trophée Gérard Janvion - R1	core	1	G1:CORE взрослые мужские
21434	SS-21434	Malian Première Division	core	1	G1:CORE взрослые мужские
21436	SS-21436	Division 1	core	1	G1:CORE взрослые мужские
21450	SS-21450	TCIFA Premier League	core	1	G1:CORE взрослые мужские
21490	SS-21490	Régionale 2	amateur	9	G1:2 региональные/любительские
21491	SS-21491	Coupe de France - Guadeloupe Zone	core	1	G1:CORE взрослые мужские
21531	SS-21531	Trophée Daniel Charles-Alfred - R2	core	1	G1:CORE взрослые мужские
21532	SS-21532	IV Liiga	core	1	G1:CORE взрослые мужские
21537	SS-21537	Round Cup	core	1	G1:CORE взрослые мужские
21571	SS-21571	WFF Championship	women	9	C6:gender-unknown/women
21677	SS-21677	Champions Dream	show	9	C6:gender-unknown/esoccer/show
21684	SS-21684	Liga Guantánamo	core	1	C6:gender-unknown/no-marker
21686	SS-21686	Supercopa Grão-Pará	core	1	G1:CORE взрослые мужские
21769	SS-21769	Riyadh Season Cup	core	1	G1:CORE взрослые мужские
21773	SS-21773	Premier League	core	1	G1:CORE взрослые мужские
21779	SS-21779	Thai FA Cup	core	1	G1:CORE взрослые мужские
21782	SS-21782	CRFA Division Two	core	1	G1:CORE взрослые мужские
21792	SS-21792	Ligue 1 Vini	core	1	G1:CORE взрослые мужские
21797	SS-21797	Coupe de Martinique	core	1	G1:CORE взрослые мужские
21798	SS-21798	ERFA Division Two	core	1	G1:CORE взрослые мужские
21804	SS-21804	Régionale 3	amateur	9	C6:gender-unknown/amateur/regional/school
21826	SS-21826	CIFA Premier League	core	1	G1:CORE взрослые мужские
21840	SS-21840	Coupe de Guadeloupe	core	1	G1:CORE взрослые мужские
21851	SS-21851	Torneio Paraná de Verão	core	1	G1:CORE взрослые мужские
21852	SS-21852	GEDFA Division Three	core	1	G1:CORE взрослые мужские
21854	SS-21854	Copa Betico Croes	core	1	G1:CORE взрослые мужские
21882	SS-21882	I-League 2	core	1	G1:CORE взрослые мужские
21887	SS-21887	Mfantseman Division Three	core	1	C6:gender-unknown/no-marker
21889	SS-21889	Reykjavík Cup	core	1	G1:CORE взрослые мужские
21918	SS-21918	President's Cup	core	1	G1:CORE взрослые мужские
21920	SS-21920	Régional 1	amateur	9	G1:2 региональные/любительские
21927	SS-21927	Ykkösliigacup	core	1	G1:CORE взрослые мужские
21929	SS-21929	Champion vs Champion	core	1	G1:CORE взрослые мужские
21970	SS-21970	Coupe Vyv	core	1	G1:CORE взрослые мужские
21976	SS-21976	CONCACAF W Gold Cup	women	9	C6:gender-unknown/women
21979	SS-21979	Comoros Premier League	core	1	G1:CORE взрослые мужские
21996	SS-21996	Queensland Premier League 1	core	1	G1:CORE взрослые мужские
22001	SS-22001	Ontario Premier League 2	core	1	G1:CORE взрослые мужские
22002	SS-22002	Alberta Premier League	core	1	G1:CORE взрослые мужские
22005	SS-22005	Kings League Mexico	show	9	G1:3 шоу/киберфутбол
22020	SS-22020	Ykkönen	core	1	G1:CORE взрослые мужские
22031	SS-22031	Second Division - Gulf of Sirte	core	1	C6:gender-unknown/no-marker
22077	SS-22077	GAED Division Three	core	1	C6:gender-unknown/no-marker
22096	SS-22096	Super Cup	core	1	G1:CORE взрослые мужские
22106	SS-22106	Première Division de N’Djaména	core	1	C6:gender-unknown/no-marker
22107	SS-22107	Deuxième Division de N’Djaména	core	1	G1:CORE взрослые мужские
22114	SS-22114	USVI Federation Cup	core	1	G1:CORE взрослые мужские
22115	SS-22115	NLO Division One League	core	1	G1:CORE взрослые мужские
22136	SS-22136	Nigeria National League	core	1	G1:CORE взрослые мужские
22139	SS-22139	Vtoraya Liga	core	1	G1:CORE взрослые мужские
22161	SS-22161	LDF 2da División Expansión	core	1	C6:gender-unknown/no-marker
22167	SS-22167	BARFA Division Two	core	1	G1:CORE взрослые мужские
22195	SS-22195	Väikesed Karikavõistlused	core	1	G1:CORE взрослые мужские
22197	SS-22197	GARFA Division Two	core	1	C6:gender-unknown/no-marker
22198	SS-22198	Copa Grão Pará	core	1	G1:CORE взрослые мужские
22244	SS-22244	Ethiopian Higher League	core	1	G1:CORE взрослые мужские
22249	SS-22249	Ontario League Cup	core	1	G1:CORE взрослые мужские
22252	SS-22252	Mulan Football League	women	9	G1:W женские/смешанные
22256	SS-22256	Taiwan Football Premier League	core	1	G1:CORE взрослые мужские
22307	SS-22307	5stars Premier League	core	1	G1:CORE взрослые мужские
22327	SS-22327	Paulista, Segunda Divisão	core	1	G1:CORE взрослые мужские
22364	SS-22364	ML Foundation Division Three	core	1	C6:gender-unknown/no-marker
22368	SS-22368	BARFA Cup	core	1	G1:CORE взрослые мужские
22372	SS-22372	STOK Elite Division	core	1	G1:CORE взрослые мужские
22382	SS-22382	USL Prinx Tires Cup	core	1	G1:CORE взрослые мужские
22397	SS-22397	Bhutan Premier League	core	1	G1:CORE взрослые мужские
22403	SS-22403	Premier League	core	1	G1:CORE взрослые мужские
22430	SS-22430	Campeonato Nacional Formativo - Proyección	reserve	9	C6:gender-unknown/youth
22431	SS-22431	Campeonato Nacional Formativo - Sub 18	youth	9	C6:gender-unknown/youth
22437	SS-22437	Kings World Cup Clubs	show	9	G1:3 шоу/киберфутбол
22479	SS-22479	International Tournament "Vlatko Marković"	core	1	G1:CORE взрослые мужские
22480	SS-22480	Eredivisie Cup	women	9	G1:W женские/смешанные
22507	SS-22507	Yas Coupe de Madagascar	core	1	G1:CORE взрослые мужские
22508	SS-22508	Cyprus Cup 3rd & 4th Division	core	1	G1:CORE взрослые мужские
22512	SS-22512	BARFA Division Two Middle League	core	1	G1:CORE взрослые мужские
22542	SS-22542	Celtiis Ligue Pro	core	1	C6:gender-unknown/no-marker
22551	SS-22551	Kazakhstan League Cup	core	1	G1:CORE взрослые мужские
22586	SS-22586	Georgia Regional League	amateur	9	G1:2 региональные/любительские
22609	SS-22609	AMP vs Beta Squad Charity Match	show	9	G1:3 шоу/киберфутбол
22632	SS-22632	GrønlandsBANKEN GM	core	1	C6:gender-unknown/no-marker
22650	SS-22650	STOK Promotion Championship	core	1	G1:CORE взрослые мужские
22711	SS-22711	Liga Nacional Sub-19	youth	9	G1:6 молодёжь/резерв
22716	SS-22716	OFC Men's Nations Cup	core	1	G1:CORE взрослые мужские
22733	SS-22733	Kyrgyzstan Top Liga	core	1	G1:CORE взрослые мужские
22740	SS-22740	Liga A1	core	1	C6:gender-unknown/no-marker
22758	SS-22758	Beamish Stout Munster Senior Premier Division	core	1	G1:CORE взрослые мужские
22759	SS-22759	Primera División B	core	1	G1:CORE взрослые мужские
22793	SS-22793	Mongolia Cup	core	1	G1:CORE взрослые мужские
22795	SS-22795	AFC Challenge League	core	1	C6:gender-unknown/no-marker
22799	SS-22799	Liga FUTVE 2	core	1	G1:CORE взрослые мужские
22816	SS-22816	Amapazão, Série B	core	1	G1:CORE взрослые мужские
22821	SS-22821	Malaysia MFL Cup	core	1	G1:CORE взрослые мужские
22858	SS-22858	NLO Division Two League	core	1	G1:CORE взрослые мужские
22948	SS-22948	COTIF Tournament	core	1	G1:CORE взрослые мужские
22975	SS-22975	Costa Rican Supercup	core	1	G1:CORE взрослые мужские
23013	SS-23013	Indonesia President's Cup	core	1	G1:CORE взрослые мужские
23060	SS-23060	Myanmar League 2	core	1	G1:CORE взрослые мужские
23098	SS-23098	TFA Major League	core	1	C6:gender-unknown/no-marker
23229	SS-23229	Indonesia Championship	core	1	G1:CORE взрослые мужские
23259	SS-23259	The Ondo Stars League	core	1	G1:CORE взрослые мужские
23265	SS-23265	Liga Alef North	core	1	G1:CORE взрослые мужские
23266	SS-23266	Liga Alef South	core	1	G1:CORE взрослые мужские
23295	SS-23295	Trophée Yvon Lutbert	core	1	G1:CORE взрослые мужские
23328	SS-23328	Prime League	women	9	C6:gender-unknown/women
23341	SS-23341	CONCACAF W Champions Cup	women	9	C6:gender-unknown/women
23458	SS-23458	Tournoi des Centres de Formation  Féminin	women	9	C6:gender-unknown/women
23459	SS-23459	Tournoi des Centres de Formation	reserve	9	G1:6 молодёжь/резерв
23461	SS-23461	3. MFL	core	1	C6:gender-unknown/no-marker
23473	SS-23473	Second Division League	core	1	C6:gender-unknown/no-marker
23504	SS-23504	Third Division League	core	1	G1:CORE взрослые мужские
23521	SS-23521	I-League 3	core	1	G1:CORE взрослые мужские
23538	SS-23538	Seychelles Premier League	core	1	G1:CORE взрослые мужские
23603	SS-23603	IFC Adeyemi Football Championship	core	1	C6:gender-unknown/no-marker
23607	SS-23607	Elford Alliyu Football League	core	1	G1:CORE взрослые мужские
23619	SS-23619	Oluyole Local Football League	amateur	9	C6:gender-unknown/amateur/regional/school
23663	SS-23663	Ibadan Football Council	core	1	G1:CORE взрослые мужские
23674	SS-23674	FIFA Intercontinental Cup	core	1	G1:CORE взрослые мужские
23694	SS-23694	MSL 1	core	1	G1:CORE взрослые мужские
23696	SS-23696	South Africa Diski Challenge	core	1	G1:CORE взрослые мужские
23701	SS-23701	WE League Cup	women	9	G1:W женские/смешанные
23703	SS-23703	Super D1	core	1	G1:CORE взрослые мужские
23798	SS-23798	Thailand League Cup	core	1	G1:CORE взрослые мужские
23807	SS-23807	Premier Division	core	1	G1:CORE взрослые мужские
23826	SS-23826	Tournoi Inter-Communes (Masculin)	amateur	9	G1:2 региональные/любительские
23827	SS-23827	Tournoi Inter-Communes (Féminin)	women	9	C6:gender-unknown/women
23848	SS-23848	Morocco Excellence Cup	core	1	G1:CORE взрослые мужские
23986	SS-23986	Dynasty Scouting League	core	1	G1:CORE взрослые мужские
23987	SS-23987	Gulf Club Champions League	core	1	G1:CORE взрослые мужские
23998	SS-23998	Régional 2	amateur	9	G1:2 региональные/любительские
24029	SS-24029	England National League Cup	core	1	G1:CORE взрослые мужские
24040	SS-24040	Iraq Stars League	core	1	G1:CORE взрослые мужские
24045	SS-24045	ASHDFA Division Three	core	1	G1:CORE взрослые мужские
24111	SS-24111	Asaba Super Cup	core	1	G1:CORE взрослые мужские
24172	SS-24172	Ardal Leagues	core	1	G1:CORE взрослые мужские
24192	SS-24192	Santosh Trophy	core	1	G1:CORE взрослые мужские
24194	SS-24194	Afghanistan Champions League	core	1	G1:CORE взрослые мужские
24208	SS-24208	Liga de Tineret	youth	9	C6:gender-unknown/youth
24213	SS-24213	Cupa de Tineret	reserve	9	G1:6 молодёжь/резерв
24243	SS-24243	Afghanistan Premier League	core	1	G1:CORE взрослые мужские
24249	SS-24249	Hong Kong 2nd Division	core	1	G1:CORE взрослые мужские
24255	SS-24255	Republic Cup	core	1	G1:CORE взрослые мужские
24278	SS-24278	Bangladesh Challenge Cup	core	1	G1:CORE взрослые мужские
24285	SS-24285	Copa Paraná	youth	9	C6:gender-unknown/youth
24295	SS-24295	Kadınlar 1.Ligi	women	9	C6:gender-unknown/women
24333	SS-24333	Thai League 3 Cup	core	1	G1:CORE взрослые мужские
24351	SS-24351	Bangladesh Federation Cup	core	1	G1:CORE взрослые мужские
24374	SS-24374	CCMFA Division Three League	core	1	G1:CORE взрослые мужские
24376	SS-24376	Kings World Cup Nations	show	9	G1:3 шоу/киберфутбол
24377	SS-24377	Tano Annual Tournament	core	1	G1:CORE взрослые мужские
24380	SS-24380	GA Division Three North	core	1	G1:CORE взрослые мужские
24399	SS-24399	Hong Kong Sapling Cup	core	1	G1:CORE взрослые мужские
24408	SS-24408	MFL Challenge Cup	core	1	G1:CORE взрослые мужские
24423	SS-24423	Nationwide League One - Super 8	core	1	G1:CORE взрослые мужские
24432	SS-24432	Indonesia Nusantara League	core	1	G1:CORE взрослые мужские
24499	SS-24499	Copa de la LDF	core	1	G1:CORE взрослые мужские
24544	SS-24544	Munster Senior Cup	core	1	G1:CORE взрослые мужские
24561	SS-24561	Premier League	core	1	C6:gender-unknown/no-marker
24631	SS-24631	Match for Hope	core	1	G1:CORE взрослые мужские
24641	SS-24641	NSW League Two	core	1	G1:CORE взрослые мужские
24666	SS-24666	Olumo Super Liga	core	1	G1:CORE взрослые мужские
24715	SS-24715	Leinster Senior Cup	core	1	G1:CORE взрослые мужские
24754	SS-24754	Nagaland Super League	core	1	C6:gender-unknown/no-marker
24794	SS-24794	Liga de Ascenso	core	1	C6:gender-unknown/no-marker
24883	SS-24883	Queensland Kappa Pro Series	core	1	G1:CORE взрослые мужские
24914	SS-24914	Faroe Islands 2. Deild	core	1	G1:CORE взрослые мужские
25030	SS-25030	Tajikistan Cup	core	1	G1:CORE взрослые мужские
25033	SS-25033	Icelandic Men's Football League Cup B	core	1	G1:CORE взрослые мужские
25049	SS-25049	Oman's 1st Division	core	1	G1:CORE взрослые мужские
25050	SS-25050	Régional 1	amateur	9	G1:2 региональные/любительские
25125	SS-25125	Icelandic Men's Football League Cup C	core	1	G1:CORE взрослые мужские
25158	SS-25158	K4 League	core	1	G1:CORE взрослые мужские
25186	SS-25186	Coupe de Polynesie	core	1	C6:gender-unknown/no-marker
25187	SS-25187	Supercopa Venezuela	core	1	C6:gender-unknown/no-marker
25247	SS-25247	Regional 2	amateur	9	G1:2 региональные/любительские
25248	SS-25248	Regional 3	amateur	9	G1:2 региональные/любительские
25273	SS-25273	Malta Challenge Cup	core	1	G1:CORE взрослые мужские
25302	SS-25302	Faroe Islands Super Cup	core	1	G1:CORE взрослые мужские
25312	SS-25312	Nepal Super League	core	1	G1:CORE взрослые мужские
25376	SS-25376	FENIX Trophy	core	1	G1:CORE взрослые мужские
25377	SS-25377	Iraqi FA Cup	core	1	G1:CORE взрослые мужские
25382	SS-25382	AFFA Gənclər Liqası	reserve	9	G1:6 молодёжь/резерв
25390	SS-25390	AEED Division Three	core	1	G1:CORE взрослые мужские
25404	SS-25404	Rubaga Soccer League	core	1	G1:CORE взрослые мужские
25478	SS-25478	Liga LFA Gane Betplay	core	1	G1:CORE взрослые мужские
25479	SS-25479	Ascenso LFA Gane Betplay	core	1	G1:CORE взрослые мужские
25480	SS-25480	Promoción LFA Gane Betplay	core	1	G1:CORE взрослые мужские
25481	SS-25481	Liga Master LFA PRO	amateur	9	G1:2 региональные/любительские
25485	SS-25485	The Lao Prime Minister Cup	core	1	G1:CORE взрослые мужские
25489	SS-25489	Don Bosco Cup	core	1	G1:CORE взрослые мужские
25492	SS-25492	Baller League UK	show	9	G1:3 шоу/киберфутбол
25502	SS-25502	Nadeshiko League 2	women	9	G1:W женские/смешанные
25509	SS-25509	NPL Northern Territory	core	1	G1:CORE взрослые мужские
25519	SS-25519	Super Cup Mário Esteves Coluna	core	1	G1:CORE взрослые мужские
25528	SS-25528	Tələbə Liqası	core	1	G1:CORE взрослые мужские
25623	SS-25623	Türkiye Spor Yazarları Derneği Kupası	core	1	G1:CORE взрослые мужские
