id	name	country	confederation	tier	class	route	live	current_saison_id	step2_saison_ids	fotmob_id	sofascore_id	fbref_id	reason
RLN4	Regionalliga Northeast	Germany	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RLNA	Regionalliga Nord	Austria	UEFA	3	core_club	wettbewerb	1	2026					rule:default
RLSW	Regionalliga Südwest	Germany	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RLW3	Regionalliga West	Germany	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RLWA	Regionalliga West	Austria	UEFA	3	core_club	wettbewerb	1	2026					rule:default
RO1	SuperLiga	Romania	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RO2	Liga 2	Romania	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
ROMS	Romanian Supercup	Romania	UEFA	supercup	core_club	pokal	1	2026					rule:default
RSK1	K League 1	Korea, South	AFC	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		410		rule:default
RSK2	K League 2	Korea, South	AFC	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		777		rule:default
RU1	Premier Liga	Russia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RU2	1.Division	Russia	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	338			rule:default
RUP	Russian Cup	Russia	UEFA	cup	core_club	pokal	1	2026		193	91		rule:default
RUSS	Russian Super Cup	Russia	UEFA	supercup	core_club	pokal	1	2026					rule:default
SA1	Saudi Pro League	Saudi Arabia	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	536	955		rule:default
SA19	SAFF U20 Championship	International	AFC	international	youth	pokal	1	2025					rule:youth
SA2L	Saudi First Division League	Saudi Arabia	AFC	2	core_club	wettbewerb	1	2026	2020,2021,2022,2023,2024				rule:default
SAC1	South Asian Football Federation Championship	International	AFC	international	core_club	pokal	1	2025					rule:default
SAKC	King's Cup	Saudi Arabia	AFC	cup	core_club	pokal	1	2025		9942			rule:default
SAM7	U-17 South American Championship	International	Americas	international	youth	pokal	1	2025					rule:youth
SANP	Landespokal Sachsen-Anhalt	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
SBP	Landespokal Südbaden	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
SC1	Scottish Premiership	Scotland	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		36		rule:default
SC2	Scottish Championship	Scotland	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		206		rule:default
SC3	Scottish League One	Scotland	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		207		rule:default
SC4	Scottish League Two	Scotland	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		209		rule:default
SC5H	Scottish Highland Football League	Scotland	UEFA	5	amateur	wettbewerb	1	2026	2020,2021,2022,2023,2024				rule:tier 5
SC5L	Scottish Lowland Football League	Scotland	UEFA	5	amateur	wettbewerb	1	2026	2020,2021,2022,2023,2024				rule:tier 5
SCBR	Supercopa Rei	Brazil	Americas	supercup	core_club	pokal	1	2025					rule:default
SCC	Swiss Cup	Switzerland	UEFA	cup	core_club	pokal	1	2026		164			rule:default
SCCR	Supercopa de Costa Rica	Costa Rica	Americas	supercup	core_club	pokal	1	2026					rule:default
SCGU	Supercopa de Guatemala	Guatemala	Americas	cup	core_club	pokal	1	2025					rule:default
SCI	Supercoppa Italiana	Italy	UEFA	supercup	core_club	pokal	1	2026			341		rule:default
SCIJ	Supercoppa Primavera	Italy	UEFA	supercup	youth	pokal	1	2026					rule:youth
SCP	Scottish League Cup	Scotland	UEFA	cup	core_club	pokal	1	2026			332		rule:default
SE1	Allsvenskan	Sweden	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	67	40		rule:default
SE2	Superettan	Sweden	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	168	46		rule:default
SE3N	Ettan Norra	Sweden	UEFA	3	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		67		rule:default
SE3S	Ettan Södra	Sweden	UEFA	3	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		68		rule:default
SEC	Svenska Cupen	Sweden	UEFA	cup	core_club	pokal	1	2026		171	80		rule:default
SEN1	Ligue 1	Senegal	CAF	1	core_club	wettbewerb	1	2026	2020,2021,2022,2023,2024				rule:default
SER1	Super liga Srbije	Serbia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SER2	Prva liga Srbije	Serbia	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SFA	Scottish FA Cup	Scotland	UEFA	cup	core_club	pokal	1	2026					rule:default
SFA1	Betway Premiership	South Africa	CAF	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SHPO	Landespokal Schleswig-Holstein	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
SHSL	Shikoku Soccer League	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
SIN1	Singapore Premier League	Singapore	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2024		634		rule:default
SIN2	Singapore Premier League 2	Singapore	AFC	reserve	reserve	wettbewerb	1	2026			28908		rule:reserve team
SK19	I. Liga starsieho dorastu	Slovakia	UEFA	youth	youth	wettbewerb	1	2026	2021,2022,2023,2024				rule:youth
SK2	II. Liga	Slovakia	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SL1	Prva Liga	Slovenia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	173			rule:default
SL19	NextGen Liga	Slovenia	UEFA	youth	youth	wettbewerb	1	2026	2023,2024				rule:youth
SL1A	Primera División Apertura	El Salvador	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SL1C	Primera División Clausura	El Salvador	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SL2	Druga Liga	Slovenia	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
SL2P	Scottish League Two Play Offs	Scotland	UEFA	playoff	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2020,2021,2022,2023,2024				rule:default
SLI	Sachsenliga	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
SLO1	Niké Liga	Slovakia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		211		rule:default
SMR1	Campionato Sammarinese	San Marino	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2020,2021,2022,2023,2024		738		rule:default
SPjr	Copa São Paulo de Futebol Júnior	Brazil	Americas	youth	youth	pokal	1	2025					rule:youth
SSC	Scottish Challenge Cup	Scotland	UEFA	cup	core_club	pokal	1	2025			331		rule:default
SUIC	Swiss Cup qualifiers	Switzerland	UEFA	cup	core_club	pokal	1	2026					rule:default
T191	U19 Süper Lig	Türkiye	UEFA	youth	youth	wettbewerb	1	2026	2018,2019,2020,2021,2022,2023,2024				rule:youth
TAD1	Vysshaya Liga	Tajikistan	AFC	1	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023		169		rule:default
TADS	Tajik Supercup	Tajikistan	AFC	supercup	core_club	pokal	1	2025					rule:default
TDeA	Liga 1 Apertura	Peru	Americas	1	core_club	wettbewerb	1	2025	2014,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
TDeC	Liga 1 Clausura	Peru	Americas	1	core_club	wettbewerb	1	2025	2014,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
TFPL	Taiwan Football Premier League	Chinese Taipei	AFC	1	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023		22256		rule:default
TFVP	Landespokal Thüringen	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
THA1	Thai League	Thailand	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2020,2021,2022,2023,2024	8984			rule:default
THA2	Thai League 2	Thailand	AFC	2	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2020,2021,2022,2023,2024	9498	10511		rule:default
THLI	Thüringenliga	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
TLE1	Liga Timorense - Primeira Divisão	Timor-Leste	AFC	1	core_club	wettbewerb	1	2025					rule:default
TOHL	Tohoku Soccer League (Div.1)	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
TOSL	Tokai Soccer League (Div.1)	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
TR1	Süper Lig	Türkiye	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	71			rule:default
TR2	1.Lig	Türkiye	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	165			rule:default
TR3A	2.Lig Beyaz	Türkiye	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TR3B	2.Lig Kirmizi	Türkiye	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TR4A	3.Lig Grup 1	Türkiye	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TR4B	3.Lig Grup 2	Türkiye	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TR4C	3.Lig Grup 3	Türkiye	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TRIN	Intercontinental Cup	International	AFC	international	archive	pokal	0	2022	2022				rule:default; archive: current edition 2023 is not live
TRS	TFF Süper Kupa	Türkiye	UEFA	supercup	core_club	pokal	1	2026			505		rule:default
TS1	Chance Liga	Czech Republic	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TS2	Chance Narodni Liga	Czech Republic	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
TSP	MOL Cup	Czech Republic	UEFA	cup	core_club	pokal	1	2026			282		rule:default
TUN1	Ligue 1	Tunisia	CAF	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UA2P	U21 Premier Liga	Ukraine	UEFA	youth	youth	wettbewerb	1	2026					rule:youth
UA3L	Druga Liga	Ukraine	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UAE1	UAE Pro League	United Arab Emirates	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		971		rule:default
UCOL	UEFA Conference League	International	UEFA	international	core_club	pokal	1	2025			17015		rule:default
UGL1	Uganda Premier League	Uganda	CAF	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		10166		rule:default
UKR1	Premier Liga	Ukraine	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UKR2	Persha Liga	Ukraine	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UN2	Nemzeti Bajnokság II.	Hungary	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UNFI	UEFA Nations League Finals	International	UEFA	international	core_national	pokal	1	2024					rule:national team (review C9-F4, registry says club cup)
UNG1	Nemzeti Bajnokság	Hungary	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
UNLA	UEFA Nations League A	International	UEFA	international	core_national	pokal	1	2026		9806			rule:national team (review C9-F4, registry says club cup)
UNLB	UEFA Nations League B	International	UEFA	international	core_national	pokal	1	2026		9807			rule:national team (review C9-F4, registry says club cup)
UNLC	UEFA Nations League C	International	UEFA	international	core_national	pokal	1	2026		9808			rule:national team (review C9-F4, registry says club cup)
UNLD	UEFA Nations League D	International	UEFA	international	core_national	pokal	1	2026		9809			rule:national team (review C9-F4, registry says club cup)
UNPO	UEFA Nations League Play-off	International	UEFA	international	core_national	pokal	1	2025					rule:national team (review C9-F4, registry says club cup)
UR2T	Segunda División - Torneo Competencia	Uruguay	Americas	2	core_club	wettbewerb	1	2025	2021,2022,2023				rule:default
URL3	Primera B Metropolitana	Argentina	Americas	3	core_club	wettbewerb	1	2025			1347		rule:default
URSC	Supercopa Uruguaya	Uruguay	Americas	supercup	core_club	pokal	1	2025			11705		rule:default
URU1	Liga AUF Apertura	Uruguay	Americas	1	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
URU2	Segunda División - Fase Regular	Uruguay	Americas	2	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
URU3	Segunda División Play-off	Uruguay	Americas	playoff	core_club	wettbewerb	1	2025	2015,2016,2018,2019,2020,2021,2022,2023				rule:default
URUI	Liga AUF Intermedio	Uruguay	Americas	1	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2021,2022,2023				rule:default
USC	UEFA Super Cup	International	UEFA	international	core_club	pokal	1	2026		74	465		rule:default
USC3	USL League One	United States	Americas	3	core_club	wettbewerb	1	2025	2018,2019,2020,2021,2022,2023	9296	13362		rule:default
USL	USL Championship	United States	Americas	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	8972	13363		rule:default
USLC	USL Cup	United States	Americas	cup	core_club	pokal	1	2025		10654			rule:default
USMX	Leagues Cup	International	Americas	international	core_club	pokal	1	2025		10043	13783		rule:default
UZ1	O'zbekiston Superligasi	Uzbekistan	AFC	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
UZ2L	O'zbekiston Pro Liga	Uzbekistan	AFC	2	core_club	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:default
VFVA	2de Nationale VV A	Belgium	UEFA	4	core_club	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:default
VFVB	2de Nationale VV B	Belgium	UEFA	4	core_club	wettbewerb	1	2026	2018,2019,2020,2021,2022,2023,2024				rule:default
VIE1	V.League 1	Vietnam	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		626		rule:default
VLBA	Verbandsliga Baden	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLBE	Berlin-Liga	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLBW	Verbandsliga Württemberg	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLHM	Verbandsliga Hessen-Mitte	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLHN	Verbandsliga Hessen-Nord	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLHS	Verbandsliga Hessen-Süd	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLMV	Verbandsliga Mecklenburg-Vorpommern	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLSA	Verbandsliga Sachsen-Anhalt	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLSB	Verbandsliga Südbaden	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLSW	Verbandsliga Südwest	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLW1	Westfalenliga 1	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VLW2	Westfalenliga 2	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
VN2A	Liga FUTVE 2	Venezuela	Americas	2	core_club	wettbewerb	1	2025	2022,2023		22799		rule:default
VZ1A	Liga FUTVE Apertura	Venezuela	Americas	1	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2023				rule:default
VZOA	Liga FUTVE Apertura. Fase Final	Venezuela	Americas	playoff	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2023				rule:default
WA2S	Cymru South	Wales	UEFA	2	core_club	wettbewerb	1	2026	2019,2021,2022,2023,2024		13821		rule:default
WAF1	WAFF Championship	International	AFC	international	archive	pokal	0	2018	2018		842		rule:national team (review C9-F4, registry says club cup); archive: current edition 2019 is not live
WAFF	WAFF U20 Championship	International	AFC	international	youth	pokal	1	2025					rule:youth
WAL1	Cymru Premier	Wales	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	116	254		rule:default
WAL2	Cymru North	Wales	UEFA	2	core_club	wettbewerb	1	2026	2018,2019,2021,2022,2023,2024		13820		rule:default
WER1	Vysheyshaya Liga	Belarus	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
WER2	Pershaya Liga	Belarus	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		776		rule:default
WFPO	Landespokal Westfalen	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
WFVP	Landespokal Württemberg	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
WMQ1	World Cup qualification Asia	International	FIFA	international	core_national	pokal	1	2024					rule:national team (review C9-F4, registry says club cup)
WMQ2	World Cup Qualification Africa	International	FIFA	international	core_national	pokal	1	2023	2023				rule:national team (review C9-F4, registry says club cup)
WMQ3	World Cup qualification CONCACAF	International	FIFA	international	core_national	pokal	1	2023	2023	10198			rule:national team (review C9-F4, registry says club cup)
WMQ4	World Cup qualification South America	International	FIFA	international	core_national	pokal	1	2023	2023				rule:national team
WMQ5	World Cup qualification Oceania	International	FIFA	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
WMQ6	World Cup Qualifiers (Europe)	International	FIFA	international	core_national	pokal	1	2024					rule:national team
WRPO	Belarusian Cup	Belarus	UEFA	cup	core_club	pokal	1	2026		9521			rule:default
Y047	YFL U17	Russia	UEFA	youth	youth	wettbewerb	1	2025	2023				rule:youth
Y246	YFL U16	Russia	UEFA	youth	youth	wettbewerb	1	2025	2023				rule:youth
YKCP	Ykkösliigacup	Finland	UEFA	cup	core_club	pokal	1	2025			21927		rule:default
ZYP1	Cyprus League	Cyprus	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
brti	Troféu Inconfidência	Brazil	Americas	regional	core_club	pokal	1	2025					rule:Brazilian state championship
ofb	ÖFB-Cup	Austria	UEFA	cup	core_club	pokal	1	2026			445		rule:default
